Bogennummer	Ort	Wenkersatz	Original	Alignment
27314	Rülfenrod	WS01	Em Enter fläje die trockene Blärer dorch die Loft herim.	em enter fläje die trockene blärer dorch die loft herim
28315	Otterbach	WS01	Eam Weanter fläihn däi trockana Blöhrer dorch düi Loft erimm.	eam weanter fläihn däi trockana blöhrer dorch düi loft erimm
28322	Udenhausen	WS01	Im Wänter fliehe deh trockene Blärrer duerch deh Lofft herrum.	im wänter fliehe deh trockene blärrer duerch deh lofft herrum
28328	Eifa	WS01	Im Wenter fleihe die trockene Blärrer dorch die Loft remhär.	im wenter fleihe die trockene blärrer dorch die loft remhär
28330	Schwarz	WS01	Im Wöinter fliehe de troackne Blärrer dorch de Loft rem. <(in de Loft 'rem.)>	im wöinter fliehe de troackne blärrer dorch de loft rem
28332	Udenhausen	WS01	Im Wänter fliehe deh trockene Blärrer duerch deh Lofft herrum.	im wänter fliehe deh trockene blärrer duerch deh lofft herrum
28346	Großenmoor	WS01	Im Wäinter fliehen dee tro͡ackene Bleder in der Luft rem.	im wäinter fliehen dee tro͡ackene bleder in der luft rem
28352	Kirchhasel	WS01	Im Weinter flien de trockene Bleter durch de Luft remm.	im weinter flien de trockene bleter durch de luft remm
28356	Großentaft	WS01	Im Weinter flehe de Bläter dourch de Luft herem. <(herem)>	im weinter flehe de bläter dourch de luft herem
28358	Rasdorf	WS01	Im Weÿnter fli͡änn de trockenä Blēter dūrch de Luft äremm.	im weÿnter fli͡änn de trockenä blēter dūrch de luft äremm
28369	Wiesenthal	WS01	In Weeinter fliege die trakene Blader durch die Luft heröm.	in weeinter fliege die trakene blader durch die luft heröm
28388	Hartenrod	WS01	em Wnnter fliehe die drocknen Blerer in der Loft hrim.	em wnnter fliehe die drocknen blerer in der loft hrim
28392	Herzhausen	WS01	Em Wiënter fliehe d' trockene Blärer en d'r Loft rim.	em wiënter fliehe d trockene blärer en dr loft rim
28407	Wehrshausen	WS01	Emm Wenter fligge die drockene Blärrer dorch de Loft rem.	emm wenter fligge die drockene blärrer dorch de loft rem
28410	Marburg	WS01	Em Wender fligge die trockene Blätter dårch die Loft rim.	em wender fligge die trockene blätter dårch die loft rim
28427	Niederwald	WS01	Em Wenter fleiä dei tr ockelä Blärrer dorch dei Luft.	em wenter fleiä dei tr ockelä blärrer dorch dei luft
28437	Dannenrod	WS01	Eömm Wönter fläie däi drockne Blärer dorch däi Loft henrim.	eömm wönter fläie däi drockne blärer dorch däi loft henrim
28441	Gleimenhain	WS01	Em Wenter fliehe die trockene Blärrer en der Loft rim.	em wenter fliehe die trockene blärrer en der loft rim
28446	Holzburg	WS01	Im Wenter Flije die troackene Blärren ie derr Loft rem.	im wenter flije die troackene blärren ie derr loft rem
28476	Mengshausen	WS01	Em Weinter fliehn de trockene Blerrer dorch de Loft rem.	em weinter fliehn de trockene blerrer dorch de loft rem
28527	Ober-Dieten	WS01	Im Winter fligge die dorre Blarer dorch die Loft rim.	im winter fligge die dorre blarer dorch die loft rim
28534	Biedenkopf	WS01	Emm Wenta flig'n de drockene Blärrrer durch de Luft 'r[i]mm.	emm wenta flign de drockene blärrrer durch de luft rimm
28543	Mornshausen	WS01	M' Wirnter fliehe d'trockne Blärer dorch d'Loft herim	m wirnter fliehe dtrockne blärer dorch dloft herim
28557	Sarnau	WS01	Em Wenter fliege die trockene Blärrer in der Luft rim.	em wenter fliege die trockene blärrer in der luft rim
28561	Wehrda	WS01	Em Wenter fliegge die tråokole Blärrer dårch die Låft herrimm.	em wenter fliegge die tråokole blärrer dårch die låft herrimm
28566	Schwabendorf	WS01	Em Wenter fleie die troikele Blärrer därch die Loft herrim.	em wenter fleie die troikele blärrer därch die loft herrim
28567	Albshausen	WS01	Em Wenter fliege die trokele Blärrer derch die Luft rim.	em wenter fliege die trokele blärrer derch die luft rim
28568	Betziesdorf	WS01	Äem Wänder fligge die dro͡akkeneh Blärrer doãrch die Loft herrim.	äem wänder fligge die dro͡akkeneh blärrer doãrch die loft herrim
28572	Halsdorf	WS01	Em Wender fliehe die troäkäla Blärrer därch die Loft rum.	em wender fliehe die troäkäla blärrer därch die loft rum
28584	Allendorf	WS01	Eom Weonter flijje die trockene Blärrer dorch die Loft rimm.	eom weonter flijje die trockene blärrer dorch die loft rimm
28589	Neustadt	WS01	Im Wenter fliehe die trockene Blärrer därch die Loft rimm	im wenter fliehe die trockene blärrer därch die loft rimm
28603	Schrecksbach	WS01	De Wenter fläige die trockene Blärrer i der Loft rem. <(zw. e u. ü)>	de wenter fläige die trockene blärrer i der loft rem
28605	Neukirchen	WS01	Im Wender fläïje die dro͡ackene Blärrer dourch die Loaft rem.	im wender fläïje die dro͡ackene blärrer dourch die loaft rem
28614	Oberaula	WS01	Em Wenter flehn de troackene Blärrer dorch de Loft herem.	em wenter flehn de troackene blärrer dorch de loft herem
28617	Raboldshausen	WS01	Em Wengder fliggen die troiken Blärrer en der Loft rem.	em wengder fliggen die troiken blärrer en der loft rem
28623	Gittersdorf	WS01	Em Weihnder fliehn de drockene Blärrer dorch de Loft rem.	em weihnder fliehn de drockene blärrer dorch de loft rem
28625	Asbach	WS01	Em Wäinder flien de drockne {über "o" hat Informant in Klammern "a" angegeben.} Blädder durch de Luft rem.	em wäinder flien de drockne blädder durch de luft rem
28628	Rohrbach	WS01	Em Weinter fliehn de trockene Blätter därch de Loft remm.	em weinter fliehn de trockene blätter därch de loft remm
28632	Rotensee	WS01	[?]m Weinter fliehe de troakenen Blärrer doarch de Loft rem.	?m weinter fliehe de troakenen blärrer doarch de loft rem
28640	Herfa	WS01	Em Weihnter fliehen de trockene Blätter dorch de Luft herremm.	em weihnter fliehen de trockene blätter dorch de luft herremm
28646	Lengers	WS01	Em Wäinter fliehn de trockene Blätter dorch de Loft rem.	em wäinter fliehn de trockene blätter dorch de loft rem
28651	Frauensee	WS01	Em Wè͡ìnter fliehn de Blätter dörch de Loft herem.	em wè͡ìnter fliehn de blätter dörch de loft herem
300335	Oberwart	WS01		
300378	Frauenkirchen	WS01	Im Winter fliagn die tien Plaln in der Luft umar nanda	im winter fliagn die tien plaln in der luft umar nanda
31664	Kirkel	WS01	Im Winter fliehe die trucknen Blätter in der Luft erom.	im winter fliehe die trucknen blätter in der luft erom
31700	Ramberg	WS01	Im Winder fliegn die truckene Blérrer in dr Luft erum.	im winder fliegn die truckene blérrer in dr luft erum
31705	'Edesheim	WS01	M'Wender fliegen die trockene Blerrer in dĕ Luft rum.	mwender fliegen die trockene blerrer in dĕ luft rum
31709	Maikammer	WS01	Im Wènter fliegen die truckene Bledder in der Luft 'rum.	im wènter fliegen die truckene bledder in der luft rum
31711	Venningen	WS01	I., Wennders fliegen die trogene Bledder 'n de<(r)> Luft rumm.	i wennders fliegen die trogene bledder n de luft rumm
31715	Lachen	WS01	'M Winder fliegen die druckĕne Blérer <unverständliches Zeichen über dem Wort. Hinweis auf 't' im Standard oder Dialektvariante?> in de Luffd rum.	m winder fliegen die druckĕne blérer in de luffd rum
31719	Geinsheim	WS01	Imm Winder fliejn die druckene Blädder in d'r Luft rumm.	imm winder fliejn die druckene blädder in dr luft rumm
31722	Weingarten	WS01	Im Winter fliegen die truckene Bléttĕr in der Luft rum.	im winter fliegen die truckene bléttĕr in der luft rum
31799	Lebach	WS01	Emm Wennder flöühen doe drocken Blääder dorich doe Lofft e-roem.	emm wennder flöühen doe drocken blääder dorich doe lofft e roem
31863	St.	WS01	End Wender fliehe'n die drockene Bler̃r̃er en d'r Luft 'errac[?]m.	end wender fliehen die drockene bler̃r̃er en dr luft errac?m
31872	Waldleiningen	WS01	Im Winder flie'n die truckene Blärrer in d'Luft erum.	im winder flien die truckene blärrer in dluft erum
31875	Esthal	WS01	Im Winder fliejen die truckene Blärer in de Luft erum.	im winder fliejen die truckene blärer in de luft erum
31880	Königsbach	WS01	Im Winter fliegen die truckené Blätter, sage Blärrer in der Luft rum.	im winter fliegen die truckené blätter sage blärrer in der luft rum
31883	Neustadt	WS01	Im Winder fliegen die trockene' Ble̮dder in dr Luft rum.	im winder fliegen die trockene ble̮dder in dr luft rum
31887	Ruppertsberg	WS01	Im Winder fliegen die druggene Bléder <(Blerer=Zungen=r)> in d'r Luft rum.	im winder fliegen die druggene bléder in dr luft rum
31889	Meckenheim	WS01	Im Winder fliejen die truckne Blè̱rer in d'Luft rum.	im winder fliejen die truckne blè̱rer in dluft rum
31948	Merzig	WS01	Em Wender fliehn die trecken Bleder en de Loft erem.	em wender fliehn die trecken bleder en de loft erem
31952	Wahlen	WS01	Em Wenter flêiihen dên Bläderdorch dêii Loft eremm.	em wenter flêiihen dên bläderdorch dêii loft eremm
31954	Hargarten	WS01	Öm Wönder flöijn de dröcken Blehder ön der Loft erröm	öm wönder flöijn de dröcken blehder ön der loft erröm
31983	Niederlinxweiler	WS01	Emm Wender fliehä die drocke Bledder dorch die Luft errumm.	emm wender fliehä die drocke bledder dorch die luft errumm
31996	Fürth	WS01	Im Winter fliehe die druckene Blierer in der Luft herum.	im winter fliehe die druckene blierer in der luft herum
32008	Rehweiler	WS01	Im Winder fliie die drockene Blä̌rrer in der Luft erum.	im winder fliie die drockene blä̌rrer in der luft erum
32049	Kaiserslautern	WS01	Im Winder fliehen  die truckene Blärre<(r)> in d<(e)> Luft erum.	im winder fliehen die truckene blärre in d luft erum
32050	Mehlingen	WS01	Im Winter flieh'n die druckne Blärre in der Luft h'rumm.	im winter fliehn die druckne blärre in der luft hrumm
32053	Alsenborn	WS01	Im Winter fliehen die druckene Blerre in de Luft erum.	im winter fliehen die druckene blerre in de luft erum
32057	Weidenthal	WS01	Im Winter flii'e ̮n die truckn'e Ble'rre in dè Luft  ̮érum.	im winter fliie ̮n die truckne blerre in dè luft ̮érum
32067	Erpolzheim	WS01	Im Winter flijen die truckene Blerer in de Luft erum.	im winter flijen die truckene blerer in de luft erum
32076	Dannstadt	WS01	Im Winder fliegen die druckene Bledder in der Luft rum. <(dd = etwas verschwommen).>	im winder fliegen die druckene bledder in der luft rum
32091	Kirf	WS01	Em Wönter fliehen die treche Bläder dorch die Lut eröm.	em wönter fliehen die treche bläder dorch die lut eröm
32101	Saarhölzbach	WS01	Em Wender fliehn die driechen Bläder dorch de Loft.	em wender fliehn die driechen bläder dorch de loft
32106	Waldhölzbach	WS01	Eäm Weänter flëihen dëi trecken Bleder eän der Loft häremm.	eäm weänter flëihen dëi trecken bleder eän der loft häremm
32195	Kottweiler	WS01	Im Winder fliegen die trocknen Blätter in der Luft erumm.	im winder fliegen die trocknen blätter in der luft erumm
33080	Erlenbach	WS01	Im Winter fliegen die truckene Blerer in de Luft rum.	im winter fliegen die truckene blerer in de luft rum
33102	Gleiszellen	WS01	Im Winter fliegen die trockene Blärrer in dè Luft rum.	im winter fliegen die trockene blärrer in dè luft rum
33111	Herxheimweyher	WS01	Im Winter flieg'n die druckene Bledder in d'r Luft rum.	im winter fliegn die druckene bledder in dr luft rum
33226	Hauenstein	WS01	Im Winder fliege die drockene Bletter in der Lufd rum.	im winder fliege die drockene bletter in der lufd rum
33228	Wilgartswiesen	WS01	Im Wender fliegen die drockene Blérrèr in de Luft rum.	im wender fliegen die drockene blérrèr in de luft rum
33244	Albersweiler	WS01	Im Winder fliegen die trugene Blerrer in de' Luft rum.	im winder fliegen die trugene blerrer in de luft rum
33248	Burrweiler	WS01	'M Wender fliegen die trockene Berrer in de Luft rum.	m wender fliegen die trockene berrer in de luft rum
33258	Ilbesheim	WS01	Im Wènter fliegen die trockene Blé̆rrer in de Luft rum.	im wènter fliegen die trockene blé̆rrer in de luft rum
33271	Ottersheim	WS01	Im Winter fliegen die trockne Blerer in de Luft erum.	im winter fliegen die trockne blerer in de luft erum
33273	Bellheim	WS01	Im Winder fliegé die drockéé Blèrrér in der Luft érum.	im winder fliegé die drockéé blèrrér in der luft érum
33311	Schlierbach	WS01	Im Winte fiehe die trockne Blerre dorch die Luft rim.	im winte fiehe die trockne blerre dorch die luft rim
33331	Steinbuch	WS01	Im Winter fliehe die truckne Blärrer in der Luft rim.	im winter fliehe die truckne blärrer in der luft rim
33366	Külsheim	WS01	Im Wintr fliecha die trugane Blaiter in der Luft rüm.	im wintr fliecha die trugane blaiter in der luft rüm
33434	Eich	WS01	Im Winder fliehen die trockene Blärre dorch die Luft erum.	im winder fliehen die trockene blärre dorch die luft erum
33448	Ober-Ramstadt	WS01	Im Wintä fliehe die trocknen Blerer durch die Luft erum.	im wintä fliehe die trocknen blerer durch die luft erum
33454	Neutsch	WS01	Im Winder flije d'e drockene Blerrer in d'r Luft erim.	im winder flije de drockene blerrer in dr luft erim
33457	Reinheim	WS01	Im Winder flije die trockene Blerrer inder Luft erim.	im winder flije die trockene blerrer inder luft erim
33459	Ernsthofen	WS01	Im Winter flie die trockne Blerrer in d'r Luft erim.	im winter flie die trockne blerrer in dr luft erim
33518	Breitenbrunn	WS01	Im Winter fliege die trockene Bleter in der Luft rümm.	im winter fliege die trockene bleter in der luft rümm
33541	Dessau	WS01	Im Windr fliehn die drockne Blerrer in de Luft erim.	im windr fliehn die drockne blerrer in de luft erim
33605	Erfelden	WS01	Im Winter flieje die trockne Blärrer durch die Luft erimm.	im winter flieje die trockne blärrer durch die luft erimm
33608	Büttelborn	WS01	Im Winter fliege die trockne Berrer dourch die Luft erim.	im winter fliege die trockne berrer dourch die luft erim
33614	Traisa	WS01	Im Winter fli'e die trockene Blerra durch die Luft erim.	im winter flie die trockene blerra durch die luft erim
33619	Spachbrücken	WS01	Im Winder fliehe die trockene Blerrer in d'e Luft erim.	im winder fliehe die trockene blerrer in de luft erim
33622	Semd	WS01	Im Winda<(r)> fliehe die drockene Blerra<(r)> durch die <(in der)> Luft erim	im winda fliehe die drockene blerra durch die luft erim
33631	Heubach	WS01	Im Wind'r fliege die droggene Blerre'r in d'r Luft 'rimm.	im windr fliege die droggene blerrer in dr luft rimm
33725	Rüsselsheim	WS01	Im Winder fliehe die trockne Blärre dorch die Luft erim.	im winder fliehe die trockne blärre dorch die luft erim
33741	Langen	WS01	Im Winter flije die trockene Blärrer durch die Luft erim.	im winter flije die trockene blärrer durch die luft erim
33742	Götzheim	WS01	Em Wender fliehe de trukene Blerrer dorch die Luft erim.	em wender fliehe de trukene blerrer dorch die luft erim
33842	Speyer	WS01	Im Winter fliegen die trukne Blätter in d'r Luft 'rum.	im winter fliegen die trukne blätter in dr luft rum
33849	Altlussheim	WS01	Im Wintar flichḛ die druggenḛ Bletter in dè Luft rum.	im wintar flichḛ die druggenḛ bletter in dè luft rum
33860	Schatthausen	WS01	Ä̆m Winder fliegä die drugedä Bledär in dä Luft rŭm.	ä̆m winder fliegä die drugedä bledär in dä luft rŭm
33982	Heidelberg	WS01	Im Windda flieche die druggene Blädda in dr Luft rum.	im windda flieche die druggene blädda in dr luft rum
34001	Daudenzell	WS01	Em Wintr fliegé truckene Blettr in dr Luft rum.	em wintr fliegé truckene blettr in dr luft rum
34076	Ludwigshafen	WS01	Imm Winder flieche die droggene Blédder inn d'r Luft rumm.	imm winder flieche die droggene blédder inn dr luft rumm
34096	Ursenbach	WS01	Im Winda fliejé di̮ druggene Blerer in da̮ Luft rum.	im winda fliejé di̮ druggene blerer in da̮ luft rum
34105	Darsberg	WS01	Im Winder fliehe di truckene Blerrer in de Luft rum.	im winder fliehe di truckene blerrer in de luft rum
34216	Gammelsbach	WS01	Im Winter fliege die trockere Blerer dorch die Luft erim.	im winter fliege die trockere blerer dorch die luft erim
34302	Worms	WS01	Im Winder flieh'n die druckne Blädder in de' Luft 'erum.	im winder fliehn die druckne blädder in de luft erum
34305	Bobstadt	WS01	Im Winter fliehe die drockene Blerrer dorch die Luft erum.	im winter fliehe die drockene blerrer dorch die luft erum
34308	Lorsch	WS01	Im Winter fliehe die truckene Blerrer dorch die Luft e rim.	im winter fliehe die truckene blerrer dorch die luft e rim
34321	Mittershausen	WS01	Im Winder flieje die trokere Blerrer dorch die Luft erim.	im winder flieje die trokere blerrer dorch die luft erim
34333	Unter-Mossau	WS01	Im Winte flieje die truckere Blerre doich die Luft rim	im winte flieje die truckere blerre doich die luft rim
34347	Hetzbach	WS01	Im Winter fliehe die trockne Blerrer durch die Luft erum.	im winter fliehe die trockne blerrer durch die luft erum
34378	Tauberbischofsheim	WS01	Im Wind'r fliacha die truckene Blétter in d'r Lufr rüm.	im windr fliacha die truckene blétter in dr lufr rüm
34440	Karlsruhe	WS01	Im Winter fliegè die trockene Blätter in dr Luft rum.	im winter fliegè die trockene blätter in dr luft rum
34447	Berghausen	WS01	Im Wintér fliega die truggana Blättar in da Luft rum̄.	im wintér fliega die truggana blättar in da luft rum̄
34707	Odenheim	WS01	Am Winder fliega die drukana Blètter an der Luft 'rum.	am winder fliega die drukana blètter an der luft rum
34613	Heilbronn	WS01	Em Wenter fliacha d' truckene Blätter en der Luft rum.	em wenter fliacha d truckene blätter en der luft rum
34734	Massenbachhausen	WS01	Ḛ̆m Wḛnter fliege de truckete Blètter ḛ̆n dr Luft rum̄.	ḛ̆m wḛnter fliege de truckete blètter ḛ̆n dr luft rum̄
34929	Regensburg	WS01	N' Winta fliagn de dürn Lauba en da Luft uma.	n winta fliagn de dürn lauba en da luft uma
35141	Ansbach	WS01	Im Winder fliéng die truckna Blétter in der Luft rum.	im winder fliéng die truckna blétter in der luft rum
35337	Fürth	WS01	In Winder flëign di druckna Bletter in der Luft rum.	in winder flëign di druckna bletter in der luft rum
35484	Hirschau	WS01	Im Winter flög'n die trockenen Bletter in der Luft herum.	im winter flögn die trockenen bletter in der luft herum
35539	Erlangen	WS01	In Wintä flieg'n die truck'na Bletter </Blettä> in da Luft 'rum.	in wintä fliegn die truckna bletter in da luft rum
35687	Weiden	WS01	In Winda fleīg'n die truckan Bladla in da Luft uma.	in winda fleīgn die truckan bladla in da luft uma
36043	Nagel	WS01	N'Winda flö ͡ign di drukna Bladla in da Luf umananada.	nwinda flö ͡ign di drukna bladla in da luf umananada
36065	Hohrodberg	WS01	Im Wieter fliège die truckene Blätter i der Luft erum.	im wieter fliège die truckene blätter i der luft erum
36084	Colmar	WS01	Em Wenter flieje de truckene Bletter en der Luft herum.	em wenter flieje de truckene bletter en der luft herum
36158	Niederehnheim	WS01	Ém Wäȳter fliāye d'dérre Blätter é-der Loft erom.	ém wäȳter fliāye ddérre blätter é der loft erom
36159	Meistratzheim	WS01	Em Wender fliaje di drogene Blädder e der Luft erum.	em wender fliaje di drogene blädder e der luft erum
36178	Müllen	WS01	Ĭm Wĭnter fliègè̆ dĭ trŭckenè̆ in d'r Luft rŭm.	ĭm wĭnter fliègè̆ dĭ trŭckenè̆ in dr luft rŭm
36192	Ohlsbach	WS01	Im Windr fliega druckana Bleder in d'r Luft rum.	im windr fliega druckana bleder in dr luft rum
36202	Kniebis	WS01	Em Wénder fliĕgḛt de druckénḛ̆<(an)> Blédder en dr Luft romm.	em wénder fliĕgḛt de druckénḛ̆ blédder en dr luft romm
36272	Ödsbach	WS01	Im Winter fliege d' truckeni Bletter in de͡r Luft rum.	im winter fliege d truckeni bletter in de͡r luft rum
36282	Wangenbourg	WS01	Em Wenter flieje de truckene Blätter in d'r Luft harum.	em wenter flieje de truckene blätter in dr luft harum
36309	Furdenheim	WS01	Im Wīnder fléien drukeni Blédder én d'r Luft erum.	im wīnder fléien drukeni blédder én dr luft erum
36334	Ruprechtsau	WS01	Im Windĕr flieje d' druggĕdĕ Blédder in d'r Luft erŭm. <(erumm)>	im windĕr flieje d druggĕdĕ blédder in dr luft erŭm
36348	Achern	WS01	Im Winter fliaga truckna Blätt'r in d'r Luft rum.	im winter fliaga truckna blättr in dr luft rum
36456	Bühl	WS01	Im Winter fli͡ege di druckene Blétter in der Luft 'rum.	im winter fli͡ege di druckene blétter in der luft rum
36464	Ober-Bühlertal	WS01	Im Winder fliejè die druckenè Blèdder in dr Luft rum.	im winder fliejè die druckenè blèdder in dr luft rum
36525	Wilshausen	WS01	E'm Wender fleije de truckene Blätter in d'r Luft herum.	em wender fleije de truckene blätter in dr luft herum
36552	Marienthal	WS01	Ém Wénder fläja drugena Blätter én d'r Luft erum.	ém wénder fläja drugena blätter én dr luft erum
36567	Fort-Louis	WS01	Im Wind'r fliejé die druggéné Blèdd'r in d'r Luft 'rum.	im windr fliejé die druggéné blèddr in dr luft rum
36594	Bad	WS01	Im Winter flieget die trockene Blätter in der Luft rum.	im winter flieget die trockene blätter in der luft rum
36772	Lichtenberg	WS01	Em Wendar fléja d' rugănā Bléddār én d'r Luft rumm.	em wendar fléja d rugănā bléddār én dr luft rumm
36789	Goersdorf	WS01	Im Winder flieje die truckene Blädder in dr Luft rum.	im winder flieje die truckene blädder in dr luft rum
36823	Siegen	WS01	Am Winter fliejè die truckichè Blétt'r in d'r Luft rum.	am winter fliejè die truckichè bléttr in dr luft rum
36842	Neuburgweier	WS01	Im Winter flieget die truckenen Blätter in der Luft rum.	im winter flieget die truckenen blätter in der luft rum
36880	Bischoffingen	WS01	Im Winder fliegä diä druckenä Bletter in der Luft rum.	im winder fliegä diä druckenä bletter in der luft rum
36898	Maleck	WS01	Im Winter fliegen die trockenen Blätter in der Luft rum.	im winter fliegen die trockenen blätter in der luft rum
36904	Sexau	WS01	Im Winter flieege <(fliehega flieäge)> die druckene Bletter in dr Luft rum.	im winter flieege die druckene bletter in dr luft rum
36911	Yach	WS01	Im Wintr fłiaga die trukana Bléttr in dr Luft rum.	im wintr fłiaga die trukana bléttr in dr luft rum
36933	Orschwiller	WS01	Em Wé̮nter flija d' trocke̮ne̮ Blätter i d'r Luft eru̱m.	em wé̮nter flija d trocke̮ne̮ blätter i dr luft eru̱m
37007	Bindernheim	WS01	Em Wendr fläaia d' trugana Blättr é dr Luft harum.	em wendr fläaia d trugana blättr é dr luft harum
37025	Schmieheim	WS01	Im Winter fliaga dia truckene Blätter in der Luft rum̄.	im winter fliaga dia truckene blätter in der luft rum̄
37035	Bollenbach	WS01	Im Winter fliaga die trukéné Bletter in drr Luft rum.	im winter fliaga die trukéné bletter in drr luft rum
37058	Le	WS01	Jm Wènter fliäja d'trurena Blétter è d'r Luft arum.	jm wènter fliäja dtrurena blétter è dr luft arum
37119	Buchenberg	WS01	Im Winter fliaga die trukana Blätter in der Luft um a nant.	im winter fliaga die trukana blätter in der luft um a nant
37388	Schenkenzell	WS01	Im Windder fliëge die druggene Bleter in der Luft rum.	im windder fliëge die druggene bleter in der luft rum
37420	Bailingen	WS01	E[m̄] Wen̄dḛr fliègḛt de trukéná Blätlè en̄ dḛrr Luft rom̄. 	em̄ wen̄dḛr fliègḛt de trukéná blätlè en̄ dḛrr luft rom̄
37611	Ulm	WS01	Em Wender fliaget di truckanḛ Bléddr ḛn dr Luft rum.	em wender fliaget di truckanḛ bléddr ḛn dr luft rum
37618	Burlafingen	WS01	Im Wènt'r fliagn die trockene Blätt'r in d'r Luft 'rum.	im wèntr fliagn die trockene blättr in dr luft rum
37748	Lehr	WS01	Ém Wénd<(e)>r flia̰ga̰ dia̰ drugénné Bléddèr ḛ́n d'r Lu̱ft rom.	ém wéndr flia̰ga̰ dia̰ drugénné bléddèr ḛ́n dr lu̱ft rom
37902	Raumünzach	WS01	Im Winter fliage dia truckene Blétter in der Luft 'rum.	im winter fliage dia truckene blétter in der luft rum
38044	Hünerberg	WS01	Em Wender fliaget dia droggene Blädder en der Luft rom.	em wender fliaget dia droggene blädder en der luft rom
38052	Calw	WS01	Em Wender fliaget d[e] droggene Bledder en dr Luft rom̄.	em wender fliaget de droggene bledder en dr luft rom̄
38169	Dennach	WS01	Em Wender flia̰ga̰t dia̰ trugga̰ne Bledder in da̰r Luft rom.	em wender flia̰ga̰t dia̰ trugga̰ne bledder in da̰r luft rom
38215	Stuttgart	WS01	Iḿ Wéndḛ́r flia̰gḛd dé druggéné bléddḛr én d'r Lů̮ft rom.	iḿ wéndḛ́r flia̰gḛd dé druggéné bléddḛr én dr lů̮ft rom
38400	Rudersberg	WS01	Em Wender fliaget de trockene Bledder en dr Luft rom.	em wender fliaget de trockene bledder en dr luft rom
38482	Kleinvillars	WS01	Em Wender fliaga dia druggana Bläddr en dar Lufd rom.	em wender fliaga dia druggana bläddr en dar lufd rom
38623	Nendingen	WS01	Im Wa̰iter fliḛga̰t di trukna̰ Bl[a]ttar i der Luft ṵm̄a̰.	im wa̰iter fliḛga̰t di trukna̰ blattar i der luft ṵm̄a̰
38716	Dillingen	WS01	Im Windăr fliagăt dia truckănă Bledar in dar Luft herum.	im windăr fliagăt dia truckănă bledar in dar luft herum
38803	Landshut	WS01	Im Winta fliagn de drukan Blall in da Luf umanand.	im winta fliagn de drukan blall in da luf umanand
38838	Blindheim	WS01	Im Winder fliagant die drügne Blöder in der Luft rum.	im winder fliagant die drügne blöder in der luft rum
39097	Ingolstadt	WS01	In Winta fliagn dè truckan Blätta in der Luft rum.	in winta fliagn dè truckan blätta in der luft rum
39496	München	WS01	Im Winter fliagt 's dürre Laub' in da Luft 'rum.	im winter fliagt s dürre laub in da luft rum
39733	Augsburg	WS01	Im Winter fliagend die druckene Blötter in der Luft 'rum.	im winter fliagend die druckene blötter in der luft rum
39746	Sielenbach	WS01	A̰n Winda͡n̰g flia͡n̰̮g de druckigè̮n Blé̱da in da Luft umananda.	a̰n winda͡n̰g flia͡n̰̮g de druckigè̮n blé̱da in da luft umananda
40112	Wald	WS01	An Winda fliagn de düarn Laban im Wind umananda.	an winda fliagn de düarn laban im wind umananda
40126	Trostberg	WS01	Im Winda fliang de druan Blatln in da Luft umanada.	im winda fliang de druan blatln in da luft umanada
40383	Passau	WS01	"En Windda floign de druggăn Bladdln en da Luft umanānd. <(auch ""umanānda"".)>"	"en windda floign de druggăn bladdln en da luft umanānd "
40550	Straubing	WS01	Im Wint<(a)> floing dö truggan Blal in da Luft umanand.	im wint floing dö truggan blal in da luft umanand
40637	Eschbach	WS01	Im Winter flöget dia trockene Bletter i de Luft uma.	im winter flöget dia trockene bletter i de luft uma
40646	Unterlauchringen	WS01	Im Winter flügat die drochna Bletter i da Luft ummḛ.	im winter flügat die drochna bletter i da luft ummḛ
40930	Ravensburg	WS01	Im Wintr fliegèt dea̰ trockene Blättr in d'r Luft rum.	im wintr fliegèt dea̰ trockene blättr in dr luft rum
41086	Waldau	WS01	Im Winder fliègè die druchcherne Blédder in der Luft rum.	im winder fliègè die druchcherne blédder in der luft rum
41102	Bräunlingen	WS01	Im Winter fliege die trochne Blatte i de Luft umme.	im winter fliege die trochne blatte i de luft umme
41200	Masevaux	WS01	Im Windr flīhga d' droggana Blättr i dr Lufd ūmma.	im windr flīhga d droggana blättr i dr lufd ūmma
41214	Aspach-Le-Bas	WS01	Im Wint'r fliaga diă truckena Blätt'r in dr Luft ărum.	im wintr fliaga diă truckena blättr in dr luft ărum
41245	Lipburg	WS01	Im Winder fli-ege die trochènè Blädder in d'r Luft um̄è.	im winder fli ege die trochènè blädder in dr luft um̄è
41262	Utzenfeld	WS01	Im Winter fliege die trochene Bletter in der Luft um̄e.	im winter fliege die trochene bletter in der luft um̄e
41275	Schluchsee-Blasiwald	WS01	Jm Winter flüget de trochne Bléter i da Luft umma.	jm winter flüget de trochne bléter i da luft umma
41296	Oberentzen	WS01	Im Winder fliaga̮ trogene Blätter in dr Luft uma.	im winder fliaga̮ trogene blätter in dr luft uma
41309	Feldkirch	WS01	Im Winter fliä̆ge diĕ truckene Blätter in d'r Luft rum.	im winter fliä̆ge diĕ truckene blätter in dr luft rum
41336	Kappel	WS01	Im Winter fliaga die trochana Blätter in der Luft rum.	im winter fliaga die trochana blätter in der luft rum
41351	Urbès	WS01	Im Wintr fliege de truckene Blettr i d' Luft umme.	im wintr fliege de truckene blettr i d luft umme
